Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE CAPE,"1,400,000",850.36,"1,646",Jun-19,AMBER ROAD,Resale,Strata,79,"17,722",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
MANDARIN GARDENS,"738,000",731.95,"1,008",Jun-19,SIGLAP ROAD,Resale,Strata,68,"10,853",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,01 to 05
FINLAND GARDENS,"2,040,000","1,722.24","1,185",Jun-19,EAST COAST TERRACE,Resale,Strata,160,"12,750",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SUITES @ GUILLEMARD,"625,000",387.5,"1,613",Jun-19,LIM AH WOO ROAD,Resale,Strata,36,"17,361",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
CANARY VILLE,"1,725,000","1,550.02","1,113",Jun-19,LORONG J TELOK KURAU,Resale,Strata,144,"11,979",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE BEACON EDGE,"1,680,000","1,539.25","1,091",Jun-19,TEMBELING ROAD,Resale,Strata,143,"11,748",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
ARTHUR 118,"1,530,000","1,001.05","1,528",Jun-19,ARTHUR ROAD,Resale,Strata,93,"16,452",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
MEYER RESIDENCE,"1,620,000",904.18,"1,792",Jun-19,MEYER PLACE,Resale,Strata,84,"19,286",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
THE HACIENDA,"2,300,000","1,894.46","1,214",Jun-19,HACIENDA GROVE,Resale,Strata,176,"13,068",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SANCTUARY GREEN,"2,700,000","2,486.48","1,086",Jun-19,TANJONG RHU ROAD,Resale,Strata,231,"11,688",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,11 to 15
MARINE VILLE,"1,755,000","1,205.57","1,456",Jun-19,MARINE PARADE,Resale,Strata,112,"15,670",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
FLAMINGO VALLEY,"1,785,000","1,205.57","1,481",May-19,SIGLAP ROAD,Resale,Strata,112,"15,938",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE SHORE RESIDENCES,"1,780,000","1,140.98","1,560",May-19,AMBER ROAD,Resale,Strata,106,"16,792",-,Condominium,1,103 yrs lease commencing from 2009,15,Rest of Central Region,16 to 20
ONE AMBER,"2,450,000","1,302.44","1,881",May-19,AMBER GARDENS,Resale,Strata,121,"20,248",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
BUTTERWORTH 8,"2,092,800","1,313.21","1,594",May-19,BUTTERWORTH LANE,Resale,Strata,122,"17,154",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
SPRINGVALE,"1,130,000",914.94,"1,235",May-19,EAST COAST ROAD,Resale,Strata,85,"13,294",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
HAIG 162,"542,000",365.98,"1,481",May-19,HAIG ROAD,Resale,Strata,34,"15,941",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
THE ESTA,"2,810,000","1,560.78","1,800",May-19,AMBER GARDENS,Resale,Strata,145,"19,379",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
COTE D'AZUR,"1,230,000","1,108.69","1,109",May-19,MARINE PARADE ROAD,Resale,Strata,103,"11,942",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,01 to 05
FERNWOOD TOWERS,"1,800,000","1,646.89","1,093",May-19,FERNWOOD TERRACE,Resale,Strata,153,"11,765",-,Condominium,1,Freehold,15,Outside Central Region,06 to 10
ONE AMBER,"2,550,000","1,453.14","1,755",May-19,AMBER GARDENS,Resale,Strata,135,"18,889",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
WHITESCAPE,"703,888",505.91,"1,391",May-19,LORONG N TELOK KURAU,Resale,Strata,47,"14,976",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
MARGATE POINT,"1,650,000","1,280.92","1,288",May-19,MARGATE ROAD,Resale,Strata,119,"13,866",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
AMBER SKYE,"2,262,000","1,216.33","1,860",May-19,AMBER ROAD,Resale,Strata,113,"20,018",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
OCEAN PARK,"2,538,000","2,303.5","1,102",May-19,EAST COAST ROAD,Resale,Strata,214,"11,860",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
RESIDENCE 66,"1,000,000",914.94,"1,093",May-19,TELOK KURAU ROAD,Resale,Strata,85,"11,765",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE ARIEL,"1,230,000","1,216.33","1,011",May-19,LORONG 105 CHANGI,Resale,Strata,113,"10,885",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
JC RESIDENCE,"1,250,000","1,313.21",952,May-19,JOO CHIAT LANE,Resale,Strata,122,"10,246",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
RITZ REGENCY,"1,680,000","1,270.15","1,323",May-19,IPOH LANE,Resale,Strata,118,"14,237",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
THE MEYERISE,"5,000,000","2,055.92","2,432",May-19,MEYER ROAD,Resale,Strata,191,"26,178",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
SILVERSEA,"2,400,000","1,528.49","1,570",May-19,MARINE PARADE ROAD,Resale,Strata,142,"16,901",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,01 to 05
RESIDENTIAL APARTMENTS,"1,388,000","1,539.25",902,May-19,UPPER EAST COAST ROAD,Resale,Strata,143,"9,706",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE ESTA,"2,400,000","1,313.21","1,828",May-19,AMBER GARDENS,Resale,Strata,122,"19,672",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
LAGUNA PARK,"1,750,000","1,614.6","1,084",May-19,MARINE PARADE ROAD,Resale,Strata,150,"11,667",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,21 to 25
NEPTUNE COURT,"1,280,000","1,270.15","1,008",May-19,MARINE VISTA,Resale,Strata,118,"10,847",-,Apartment,1,99 yrs lease commencing from 1976,15,Outside Central Region,16 to 20
MABELLE,"900,000",775.01,"1,161",May-19,LORONG M TELOK KURAU,Resale,Strata,72,"12,500",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
OCEAN PARK,"4,048,000","3,261.49","1,241",May-19,EAST COAST ROAD,Resale,Strata,303,"13,360",-,Condominium,1,Freehold,15,Outside Central Region,16 to 20
THE AMBRA,"1,300,000","1,151.75","1,129",May-19,LORONG H TELOK KURAU,Resale,Strata,107,"12,150",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE COTZ,"580,000",409.03,"1,418",May-19,TELOK KURAU ROAD,Resale,Strata,38,"15,263",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
SIGLAP V,"870,000",581.26,"1,497",May-19,FIRST STREET,Resale,Strata,54,"16,111",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
JC RESIDENCE,"785,800",721.19,"1,090",May-19,JOO CHIAT LANE,Resale,Strata,67,"11,728",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE WATERSIDE,"3,620,000","2,142.04","1,690",May-19,TANJONG RHU ROAD,Resale,Strata,199,"18,191",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
CHELSEA LODGE,"1,065,000",914.94,"1,164",May-19,TANJONG KATONG ROAD,Resale,Strata,85,"12,529",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
PEBBLE BAY,"3,300,000","2,335.79","1,413",May-19,TANJONG RHU ROAD,Resale,Strata,217,"15,207",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15
FINLAND GARDENS,"2,100,000","1,474.67","1,424",May-19,EAST COAST AVENUE,Resale,Strata,137,"15,328",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
STILLZ RESIDENCE,"1,210,000",979.52,"1,235",May-19,LORONG 108 CHANGI,Resale,Strata,91,"13,297",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
PEBBLE BAY,"2,980,000","1,894.46","1,573",May-19,TANJONG RHU ROAD,Resale,Strata,176,"16,932",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15
THE COTZ,"1,200,000","1,184.04","1,013",May-19,TELOK KURAU ROAD,Resale,Strata,110,"10,909",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
NATURALIS,"1,230,000","1,033.34","1,190",May-19,LORONG M TELOK KURAU,Resale,Strata,96,"12,813",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
WHITESCAPE,"850,000",667.37,"1,274",May-19,LORONG N TELOK KURAU,Resale,Strata,62,"13,710",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
COSTA RHU,"1,263,000","1,011.82","1,248",May-19,RHU CROSS,Resale,Strata,94,"13,436",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,06 to 10
SUNSHINE REGENCY,"1,075,000",893.41,"1,203",May-19,RAMBAI ROAD,Resale,Strata,83,"12,952",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE MAKENA,"1,700,000","1,151.75","1,476",May-19,MEYER ROAD,Resale,Strata,107,"15,888",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
TREESCAPE,"1,008,000",699.66,"1,441",May-19,LORONG N TELOK KURAU,Resale,Strata,65,"15,508",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
RESIDENTIAL APARTMENTS,"1,200,000","1,033.34","1,161",May-19,JOO CHIAT ROAD,Resale,Strata,96,"12,500",-,Apartment,1,9999 yrs lease commencing from 1961,15,Rest of Central Region,01 to 05
KATONG GARDENS,"2,100,000","1,948.28","1,078",May-19,TEMBELING ROAD,Resale,Strata,181,"11,602",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
LAGUNA PARK,"1,580,000","1,614.6",979,May-19,MARINE PARADE ROAD,Resale,Strata,150,"10,533",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,16 to 20
THE SHORE RESIDENCES,"2,220,000","1,377.79","1,611",May-19,AMBER ROAD,Resale,Strata,128,"17,344",-,Condominium,1,103 yrs lease commencing from 2009,15,Rest of Central Region,11 to 15
COSTA RHU,"2,510,000","2,055.92","1,221",May-19,RHU CROSS,Resale,Strata,191,"13,141",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05
AMBER RESIDENCES,"2,058,000","1,248.62","1,648",May-19,AMBER ROAD,Resale,Strata,116,"17,741",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
VILLA MARINA,"960,000","1,130.22",849,May-19,JALAN SEMPADAN,Resale,Strata,105,"9,143",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
EMPRADO SUITES,"1,250,000","1,485.43",842,May-19,LORONG N TELOK KURAU,Resale,Strata,138,"9,058",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE ODEON KATONG,"800,000",602.78,"1,327",May-19,EAST COAST ROAD,Resale,Strata,56,"14,286",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
ONE AMBER,"2,550,000","2,066.69","1,234",May-19,AMBER GARDENS,Resale,Strata,192,"13,281",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
NATURALIS,"1,368,000","1,313.21","1,042",May-19,LORONG M TELOK KURAU,Resale,Strata,122,"11,213",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
TIVOLI GRANDE,"1,095,000",850.36,"1,288",May-19,KOON SENG ROAD,Resale,Strata,79,"13,861",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE SOUND,"935,000",581.26,"1,609",May-19,EAST COAST ROAD,Resale,Strata,54,"17,315",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
MODA,"1,180,000",645.84,"1,827",May-19,EAST COAST ROAD,Resale,Strata,60,"19,667",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
FRANKEL ESTATE,"1,320,000","1,603.84",823,May-19,SIGLAP DRIVE,Resale,Strata,149,"8,859",-,Apartment,1,999 yrs lease commencing from 1990,15,Outside Central Region,01 to 05
SUNSHINE REGENCY,"1,100,888",893.41,"1,232",May-19,RAMBAI ROAD,Resale,Strata,83,"13,264",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
AALTO,"4,080,000","2,023.63","2,016",May-19,MEYER ROAD,Resale,Strata,188,"21,702",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
THE AMBRA,"1,050,000",818.06,"1,284",May-19,LORONG H TELOK KURAU,Resale,Strata,76,"13,816",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
ESPIRA SUITES,"1,150,000","1,205.57",954,May-19,LORONG H TELOK KURAU,Resale,Strata,112,"10,268",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE ESTA,"2,725,000","1,560.78","1,746",May-19,AMBER GARDENS,Resale,Strata,145,"18,793",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
HAIG 162,"570,000",365.98,"1,557",May-19,HAIG ROAD,Resale,Strata,34,"16,765",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
RESIDENTIAL APARTMENTS,"1,810,000",871.88,"2,076",May-19,TANJONG KATONG ROAD,Resale,Strata,81,"22,346",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
VILLA MARINA,"1,830,000","2,314.26",791,May-19,JALAN SEMPADAN,Resale,Strata,215,"8,512",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
CRESCENDO PARK,"1,230,000","1,054.87","1,166",May-19,JALAN TUA KONG,Resale,Strata,98,"12,551",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE SEAFRONT ON MEYER,"3,280,000","1,603.84","2,045",May-19,MEYER ROAD,Resale,Strata,149,"22,013",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
AALTO,"3,100,000","1,959.05","1,582",May-19,MEYER ROAD,Resale,Strata,182,"17,033",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
VILLA MARINA,"1,140,000","1,087.16","1,049",May-19,JALAN SEMPADAN,Resale,Strata,101,"11,287",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
VILLA MARINA,"1,080,000","1,087.16",993,May-19,JALAN SEMPADAN,Resale,Strata,101,"10,693",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
TAIPAN JADE,"1,258,000","1,130.22","1,113",May-19,ROSE LANE,Resale,Strata,105,"11,981",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
PALM VISTA,"1,248,000","1,054.87","1,183",May-19,LORONG G TELOK KURAU,Resale,Strata,98,"12,735",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
LAGUNA PARK,"1,570,000","1,614.6",972,May-19,MARINE PARADE ROAD,Resale,Strata,150,"10,467",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,06 to 10
MANDARIN GARDENS,"930,000",828.83,"1,122",May-19,SIGLAP ROAD,Resale,Strata,77,"12,078",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,06 to 10
FORTUNE JADE,"1,510,000","1,140.98","1,323",May-19,DUNMAN ROAD,Resale,Strata,106,"14,245",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
COSTA RHU,"2,600,000","1,969.81","1,320",May-19,RHU CROSS,Resale,Strata,183,"14,208",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15
KNOX VIEW,"1,200,000","1,108.69","1,082",May-19,LORONG M TELOK KURAU,Resale,Strata,103,"11,650",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
EAST TREASURE,"1,755,000","1,948.28",901,May-19,LORONG N TELOK KURAU,Resale,Strata,181,"9,696",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
COTE D'AZUR,"1,200,000","1,280.92",937,May-19,MARINE PARADE ROAD,Resale,Strata,119,"10,084",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,01 to 05
SILVERSEA,"1,668,000","1,065.64","1,565",May-19,MARINE PARADE ROAD,Resale,Strata,99,"16,848",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,01 to 05
CASUARINA COVE,"1,970,000","1,593.07","1,237",Apr-19,TANJONG RHU ROAD,Resale,Strata,148,"13,311",-,Condominium,1,99 yrs lease commencing from 1993,15,Rest of Central Region,06 to 10
THE ESTA,"2,800,000","1,593.07","1,758",Apr-19,AMBER GARDENS,Resale,Strata,148,"18,919",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
RESIDENTIAL APARTMENTS,"1,520,000","1,388.56","1,095",Apr-19,STANGEE PLACE,Resale,Strata,129,"11,783",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
FLAMINGO VALLEY,"1,298,000",990.29,"1,311",Apr-19,SIGLAP ROAD,Resale,Strata,92,"14,109",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE BELVEDERE,"2,482,000","1,367.03","1,816",Apr-19,MEYER ROAD,Resale,Strata,127,"19,543",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
PARADISE PALMS,"1,285,000",914.94,"1,404",Apr-19,DUNMAN ROAD,Resale,Strata,85,"15,118",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
LA MEYER,"2,680,000","2,120.51","1,264",Apr-19,MEYER ROAD,Resale,Strata,197,"13,604",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
VILLA MARTIA,"1,490,000","1,151.75","1,294",Apr-19,MARTIA ROAD,Resale,Strata,107,"13,925",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
LAGOON VIEW,"1,425,000","1,646.89",865,Apr-19,MARINE PARADE ROAD,Resale,Strata,153,"9,314",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,01 to 05
PALM OASIS,"916,000",742.72,"1,233",Apr-19,LORONG H TELOK KURAU,Resale,Strata,69,"13,275",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
MELROSE VILLE,"1,080,000",871.88,"1,239",Apr-19,ROSE LANE,Resale,Strata,81,"13,333",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
DUNMAN PLACE,"1,980,000","1,377.79","1,437",Apr-19,DUNMAN ROAD,Resale,Strata,128,"15,469",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
AMBER SKYE,"2,432,000","1,216.33","1,999",Apr-19,AMBER ROAD,Resale,Strata,113,"21,522",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
UNITED MANSION,"1,635,000","1,237.86","1,321",Apr-19,EAST COAST ROAD,Resale,Strata,115,"14,217",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
RIVEREDGE,"2,230,000","1,593.07","1,400",Apr-19,SAMPAN PLACE,Resale,Strata,148,"15,068",-,Condominium,1,99 yrs lease commencing from 2004,15,Rest of Central Region,06 to 10
COSTA RHU,"2,200,000","1,776.06","1,239",Apr-19,RHU CROSS,Resale,Strata,165,"13,333",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,06 to 10
CELESTIA,"800,000",645.84,"1,239",Apr-19,JOO CHIAT TERRACE,Resale,Strata,60,"13,333",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
EASTERN LAGOON,"980,000",753.48,"1,301",Apr-19,UPPER EAST COAST ROAD,Resale,Strata,70,"14,000",-,Condominium,1,Freehold,15,Outside Central Region,06 to 10
COSTA RHU,"3,200,000","2,088.22","1,532",Apr-19,RHU CROSS,Resale,Strata,194,"16,495",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05
THE SHORE RESIDENCES,"970,000",592.02,"1,638",Apr-19,AMBER ROAD,Resale,Strata,55,"17,636",-,Condominium,1,103 yrs lease commencing from 2009,15,Rest of Central Region,06 to 10
EAST PALM,"1,180,000","1,054.87","1,119",Apr-19,PALM ROAD,Resale,Strata,98,"12,041",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
HOMEY GARDENS,"1,200,000","1,022.58","1,174",Apr-19,LORONG M TELOK KURAU,Resale,Strata,95,"12,632",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
TAIPAN GRAND,"1,730,000","1,259.39","1,374",Apr-19,MARINE PARADE ROAD,Resale,Strata,117,"14,786",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
HAIG COURT,"1,480,000","1,076.4","1,375",Apr-19,HAIG ROAD,Resale,Strata,100,"14,800",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
LAGUNA PARK,"1,320,000","1,453.14",908,Apr-19,MARINE PARADE ROAD,Resale,Strata,135,"9,778",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,11 to 15
THE MAKENA,"1,560,000",925.7,"1,685",Apr-19,MEYER ROAD,Resale,Strata,86,"18,140",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
THE SEAFRONT ON MEYER,"3,250,000","1,603.84","2,026",Apr-19,MEYER ROAD,Resale,Strata,149,"21,812",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
COASTARINA,"1,165,000",839.59,"1,388",Apr-19,EAST COAST ROAD,Resale,Strata,78,"14,936",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
DUNMAN VIEW,"1,340,000","1,237.86","1,083",Apr-19,HAIG ROAD,Resale,Strata,115,"11,652",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,06 to 10
PARC ELEGANCE,"590,000",419.8,"1,405",Apr-19,TELOK KURAU ROAD,Resale,Strata,39,"15,128",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
EMERY POINT,"1,600,000","1,302.44","1,228",Apr-19,IPOH LANE,Resale,Strata,121,"13,223",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
LEVILLE ISUITES,"910,000",613.55,"1,483",Apr-19,CEYLON ROAD,Resale,Strata,57,"15,965",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
BUTTERWORTH 8,"1,940,000","1,463.9","1,325",Apr-19,BUTTERWORTH LANE,Resale,Strata,136,"14,265",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
EMERY POINT,"1,550,000","1,302.44","1,190",Apr-19,IPOH LANE,Resale,Strata,121,"12,810",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
VILLA MARINA,"1,310,000","1,506.96",869,Apr-19,JALAN SEMPADAN,Resale,Strata,140,"9,357",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
MEYER RESIDENCE,"1,838,000","1,065.64","1,725",Apr-19,MEYER PLACE,Resale,Strata,99,"18,566",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
GIDEON'S LODGE,"1,318,000","1,313.21","1,004",Apr-19,JOO CHIAT LANE,Resale,Strata,122,"10,803",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
AMBER RESIDENCES,"5,220,000","5,112.9","1,021",Apr-19,AMBER ROAD,Resale,Strata,475,"10,989",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25
AALTO,"3,200,000","1,528.49","2,094",Apr-19,MEYER ROAD,Resale,Strata,142,"22,535",-,Condominium,1,Freehold,15,Rest of Central Region,26 to 30
THE HACIENDA,"1,838,000","1,560.78","1,178",Apr-19,HACIENDA GROVE,Resale,Strata,145,"12,676",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
MARINE BLUE,"1,651,000","1,270.15","1,300",Apr-19,MARINE PARADE ROAD,Resale,Strata,118,"13,992",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
MARINE BLUE,"1,330,000",635.08,"2,094",Apr-19,MARINE PARADE ROAD,Resale,Strata,59,"22,542",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
PARKSHORE,"2,510,000","1,636.13","1,534",Apr-19,TANJONG RHU ROAD,Resale,Strata,152,"16,513",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
OVADA 8,"1,300,000","1,345.5",966,Apr-19,KOON SENG ROAD,Resale,Strata,125,"10,400",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
SUNSHINE MANSIONS,"1,655,000","1,700.71",973,Apr-19,JOO CHIAT PLACE,Resale,Strata,158,"10,475",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
CHAPEL LODGE,"1,751,000","1,528.49","1,146",Apr-19,LORONG STANGEE,Resale,Strata,142,"12,331",-,Condominium,1,Freehold,15,Rest of Central Region,-
